text,label
"Introduction: Posttraumatic stress symptoms (PTS) are associated with increased risk of obstetric complications among pregnant survivors of trauma, abuse and interpersonal violence, but little is known about how PTS affects women's actual experiences of obstetric care. This study investigated the rate at which abuse history was detected by obstetricians, whether abuse survivors experienced more invasive exams than is typically indicated for routine obstetric care, and whether psychological distress was associated with abuse survivors' sense of self-efficacy when communicating their obstetric care needs.Methods: Forty-one pregnant abuse survivors completed questionnaires about abuse history, current psychological distress and self-efficacy for communicating obstetric care needs and preferences. Electronic medical records (EMRs) were reviewed to examine frequency of invasive prenatal obstetric procedures (e.g. removal of clothing for external genital examination, pelvic exams and procedures) and to examine the detection rate of abuse histories during the initial obstetric visit.Results: The majority of participants (83%) reported at least one past incident of violent physical or sexual assault. Obstetricians detected abuse histories in less than one quarter of cases. Nearly half of participants (46%) received invasive exams for non-routine reasons. PTS and depression symptoms were associated with lower self-efficacy in communicating obstetric care preferences.Discussion: Women most at risk for experiencing distress during their obstetric visits and/or undergoing potentially distressing procedures may also be the least likely to communicate their distress to obstetricians. Results are discussed with implications for improving screening for abuse screening and distress symptoms as well as need for trauma-sensitive obstetric practices.",69
"Tendons that connect muscles to bone are often the targets of sports injuries. The currently unsatisfactory state of tendon repair is largely attributable to the limited understanding of basic tendon biology. A number of tendon lineage-related transcription factors have recently been uncovered and provide clues for the better understanding of tendon development. Scleraxis and Mohawk have been identified as critical transcription factors in tendon development and differentiation. Other transcription factors, such as Sox9 and Egr1/2, have also been recently reported to be involved in tendon development. However, the molecular mechanisms and application of these transcription factors remain largely unclear and this prohibits their use in tendon therapy. Here, we systematically review and analyze recent findings and our own data concerning tendon transcription factors and tendon regeneration. Based on these findings, we provide interaction and temporal programming maps of transcription factors, as a basis for future tendon therapy. Finally, we discuss future directions for tendon regeneration with differentiation and trans-differentiation approaches based on transcription factors.",27
"Daclatasvir (DCV) is a potent, pangenotypic, hepatitis C virus (HCV) non-structural protein 5A inhibitor with low potential for drug interactions with antiretroviral therapy (ART). We evaluated the safety and efficacy of DCV plus peginterferon alfa-2a/ribavirin (PegIFN/RBV) in HIV-1/HCV genotype-1-coinfected patients. AI444043 (NCT01471574), an open-label, Phase III, single-arm, response-guided treatment (RGT) study included 301 patients. They received DCV doses of 30, 60 or 90 mg once daily (depending on concomitant ART), plus weight-based RBV (< 75 kg, 1000 mg/day; or ae75 kg, 1200 mg/day), and once-weekly PegIFN 180 mu g, for 24 weeks. If required by RGT, PegIFN/RBV without DCV was extended for an additional 24 weeks of therapy. The primary endpoint was the proportion of patients with sustained virologic response at post-treatment Week 12 (SVR12). Overall, 224 (74%) patients achieved SVR12 and the lower bound of the 95% confidence interval was higher than the historic SVR rate with PegIFN/RBV alone (70 vs. 29%). Most common adverse events (AEs) were fatigue, neutropenia, anemia, asthenia and headache. On-treatment serious AEs occurred in 24/301 (8%) patients; 18/301 (6%) discontinued treatment due to AE. DCV + PegIFN/RBV led to sustained HCV virologic response in the majority of HIV-1-HCV-coinfected patients, regardless of concomitant ART. HIV control was not compromised and no new safety signals were identified. This study supports DCV use in HIV-1-HCV-coinfected patients, while allowing the vast majority of patients to remain on their existing ART regimen.",127
"Background: Much research does not address the practical needs of stakeholders responsible for introducing health care delivery interventions into organizations working to achieve better outcomes. In this article, we present an approach to using the Consolidated Framework for Implementation Research (CFIR) to guide systematic research that supports rapid-cycle evaluation of the implementation of health care delivery interventions and produces actionable evaluation findings intended to improve implementation in a timely manner. Methods: To present our approach, we describe a formative cross-case qualitative investigation of 21 primary care practices participating in the Comprehensive Primary Care (CPC) initiative, a multi-payer supported primary care practice transformation intervention led by the Centers for Medicare and Medicaid Services. Qualitative data include observational field notes and semi-structured interviews with primary care practice leadership, clinicians, and administrative and medical support staff. We use intervention-specific codes, and CFIR constructs to reduce and organize the data to support cross-case analysis of patterns of barriers and facilitators relating to different CPC components. Results: Using the CFIR to guide data collection, coding, analysis, and reporting of findings supported a systematic, comprehensive, and timely understanding of barriers and facilitators to practice transformation. Our approach to using the CFIR produced actionable findings for improving implementation effectiveness during this initiative and for identifying improvements to implementation strategies for future practice transformation efforts. Conclusions: The CFIR is a useful tool for guiding rapid-cycle evaluation of the implementation of practice transformation initiatives. Using the approach described here, we systematically identified where adjustments and refinements to the intervention could be made in the second year of the 4-year intervention. We think the approach we describe has broad application and encourage others to use the CFIR, along with intervention-specific codes, to guide the efficient and rigorous analysis of rich qualitative data.",8
"Electric machines are a key component of electric/hybrid electric vehicle (EV/HEV) powertrains. Thus, computationally efficient models for electric machines are essential for powertrain-level design, simulation, and optimization. In this paper, a finite-element-based method for quickly generating torque-speed curves and efficiency maps for electric machines is presented. First, magnetostatic finite-element analysis (FEA) is conducted on a "" base"" machine design. This analysis produces torque, normalized losses, flux linkage, and the maximum magnetic field intensity in the permanent magnets for a wide range of currentmagnitudes and phase angles. These values are then scaled based upon changing the size of the machine and the effective number of turns of the machine windings to quickly generate a variety of new machine designs and their corresponding efficiency maps using postprocessing techniques. Results suggest that, by avoiding resolving the FEA for the scaled designs, the proposed techniques can be used to quickly generate efficiency maps, and thus are useful for EV/HEV powertrain-level simulation and optimization.",85
"Following thyroid surgery, levothyroxine therapy is used to replace deficient thyroid hormones and prevent postoperative thyroid hypofunction. We compared the effects of replacement therapy with either liquid or tablet formulation of levothyroxine on mood states, self-perceived mental well-being and thyroid hormone profile in recently thyroidectomized patients. Profile of mood states, General Heath Questionnaire 12-items and thyroid hormone profile were assessed in recently (5-7 days) thyroidectomized patients at baseline and 2 months after randomization to replacement therapy with either liquid (n = 77) or tablet (n = 78) formulation of levothyroxine. After 2 months under levothyroxine replacement treatment, significant improvements of Positive Affect Scale (p < 0.001) and Negative Affect Scale (p < 0.001) of Profile of mood states, as well as of General Heath Questionnaire 12-items (p < 0.001) were observed in the study population. However, there were greater variations observed in patients assigned to liquid levothyroxine formulation in comparison to those who were assigned to levothyroxine in the form of tablet (time x treatment interaction: Positive Affect Scale of Profile of mood states, p = 0.030; Negative Affect Scale of Profile of mood states, p < 0.0001; General Heath Questionnaire 12-items, p = 0.003). As expected, circulating TSH levels significantly decreased (p < 0.001) while FT3 and FT4 levels significantly increased (p < 0.0001 for both) under levothyroxine replacement therapy. These changes were significantly greater in patients treated with liquid levothyroxine formulation (time x treatment interaction: TSH, p = 0.011; FT3, p = 0.016; FT4, p = 0.028). Our data indicate a greater efficacy of liquid formulation of levothyroxine in ameliorating mood states and self-perception of mental well-being and thyroid hormone profile after 2 months of replacement therapy in recently thyroidectomized patients.",133
This report deals with the loading of the geomembrane during the construction phase of the inner shell of a tunnel. In a systematic parameter analysis at the institute for underground construction at FH Munster the geomembrane and the geotextile were tested under different realistic conditions. Laboratory testing showed a dependence on the seal support surface of the shotcrete and on the characteristics of the geotextile. The deformations of the membranes due to fresh concrete pressure are significantly smaller than the permitted values in the technical regulations. The main results of the investigations are described below.,93
"International estimates of the incidence of non-accidental burns (NAB) in children admitted to burn centres vary from 1% to 25%. Hardly any data about Dutch figures exist. The aim of this study was to evaluate the incidence, treatment and outcome of burns due to suspected child abuse in paediatric burns. We described the process of care and outcome, including the accuracy of the SPUTOVAMO screening tool and examined child, burn and treatment characteristics related to suspicions of child abuse or neglect. A retrospective study was conducted in children aged 0-17 years with a primary admission after burn injuries to the burn centre Rotterdam in the period 2009-2013. Data on patient, injury and treatment characteristics were collected, using the Dutch Burn Repository R3. In addition, medical records were reviewed. In 498 paediatric admissions, suspected child abuse or neglect was present in 43 children (9%). 442 screening questionnaires (89%) were completed. In 52 out of 442 questionnaires (12%) the completed SPUTOVAMO had one or more positive signs. Significant independent predictors for suspected child abuse were burns in the genital area or buttocks (OR = 3.29; CI: 143-7.55) and a low socio-economic status (OR = 2.52; 95%CI: 1.30-4.90). The incidence of suspected child abuse indicating generation of additional support in our population is comparable to studies with a similar design in other countries. (C) 2016 Elsevier Ltd and ISBI. All rights reserved.",76
"When Abusive Head Trauma (AHT) is suspected in a child, a dilated eye examination by an ophthalmologist is an essential part of the medical workup, as the presence and pattern of retinal hemorrhages can have a high positive predictive rate for abusive head injury. This article proposes to review the clinical presentation, pathophysiology, natural history, sequelae, and differential diagnosis of retinal hemorrhages and other ocular lesions associated with AHT.",76
"Objective: To propose a phylogenetic significance to the Moro reflex which remains unexplained since its publication in 1918 because both hands are free at the end of the gesture. Method: Among the 75 videos of healthy term newborns we have filmed in a research project on antenatal education to parenthood, we describe a sequence that clearly showed the successive movements of the Moro reflex and we report the occurrence of this reflex in the videos that were recorded from Time 0 of birth defined as the moment that lies between the birth of the thorax and the pelvis of the infant. Results: The selected sequence showed the following succession of the newborn's actions: quick extension-adduction of both arms, the orientation of the body, head and eyes towards a human person, and full extension-abduction of both arms with spreading of the fingers, crying and a distressed face. There were 13 Moro reflexes between 2 and 14s from Time 0 of birth. We found a significant association between the occurrence of the Moro reflex and the placement of the newborn at birth in supine position on the mother's abdomen (p = 0.002). Discussion: The quick extension-adduction of both arms which started the sequence may be considered as a startle reflex controlled by the neural fear system and the arm extension adduction which followed as a Moro reflex. The characteristics of all Moro reflexes were those of ritualization: amplitude, duration, stereotype of the gestures. This evolutionary process turns a physiological behavior, grasping in this case, to a non-verbal communicative behavior whose meaning is a request to be picked up in the arms. The gestures associated with the Moro reflex: crying and orientation of the body, head, and eyes towards a human person, are gestures of intention to communicate which support our hypothesis. The neural mechanism of the Moro reaction probably involves both the fear and the separation-distress systems. Conclusion: This paper proposes for the first time a phylogenetic significance to the Moro reflex: a ritualized behavior of nonverbal communication. Professionals should avoid stimulating the newborns' fear system by unnecessarily triggering Moro reflexes. Antenatal education should teach parents to respond to the Moro reflexes of their newborn infant by picking her up in their arms with mother talk. (C) 2017 Elsevier Inc. All rights reserved.",64
"Muscle injuries frequently occur during sport and are one of the commonest injuries. The diagnosis and treatment of muscle injuries impose high demands on medical treatment, in order to ensure successful regeneration and a rapid return to sport. Most of the injuries can be treated conservatively, as skeletal muscles have a high endogenous capacity for repair and regeneration. Conservative treatment includes initial on-field therapy. This is known as the RICE principle and is common and recommended for initial treatment for most sports injuries. The primary therapy target is to reduce pain, swelling and bleeding and thus to limit the initial inflammatory process and prevent further damage. During the first days after injury, brief immobilization helps to reduce the re-injury rate and accelerates the formation of granulation tissue. There are many possible additional treatments, including intramuscular injections, manipulation of the sacroiliac joint or rehabilitation programs, including stretching and strengthening. If the acute treatment phase is complete after 3 to 5 days, more active treatment, including trunk stabilisation, stretching and strengthening, can be started gradually. Despite their high prevalence, there have only been a few studies on the treatment and management of these injuries. The aim of this manuscript is to review the literature on the classification, pathobiology and treatment strategies for muscle injuries.",27
"This paper presents a technique for reducing the input current ripple on multiphase power converters that provide multiple heterogeneous power supply rails, such as those present in portable electronics and computers. Through asymmetric interleaving of individual phases, the input current ripple can be reduced compared to conventional interleaving. The technique is derived based on an analytic description of the relevant current waveforms. Practical requirements of a digital control implementation of the proposed technique are analyzed, and its possible performance improvement is quantified through simulations and experimental results. With the proposed technique, close to a 3x reduction in input current ripple, compared to conventional methods, is demonstrated using an experimental prototype comprising a microcontroller that controls a multiphase 180 nm CMOS power management IC.",48
"The current study focused on how dihydrotestosterone (DHT) regulates synaptic plasticity in the hippocampus of mild cognitive impairment male senescence-accelerated mouse prone 8 (SAMP8) mice. Five-month-old SAMP8 mice were divided into the control, castrated and castrated-DHT groups, in which the mice were castrated and treated with physiological doses of DHT for a period of 2 months. To determine the regulatory mechanisms of DHT in the cognitive capacity, the effects of DHT on the morphology of the synapse and the expression of synaptic marker proteins in the hippocampus were investigated using immunohistochemistry, qPCR and western blot analysis. The results showed that the expression of cAMP-response element binding protein (CREB), postsynaptic density protein 95 (PSD95), synaptophysin (SYN) and developmentally regulated brain protein (Drebrin) was reduced in the castrated group compared to the control group. However, DHT promoted the expression of CREB, PSD95, SYN and Drebrin in the hippocampus of the castrated-DHT group. Thus, androgen depletion impaired the synaptic plasticity in the hippocampus of SAMP8 and accelerated the development of Alzheimer's disease (AD)-like neuropathology, suggesting that a similar mechanism may underlie the increased risk for AD in men with low testosterone. In addition, DHT regulated synaptic plasticity in the hippocampus of mild cognitive impairment (MCI) SAMP8 mice and delayed the progression of disease to Alzheimer's dementia. In conclusion, androgen-based hormone therapy is a potentially useful strategy for preventing the progression of MCI in aging men. Androgens enhance synaptic markers (SYN, PSD95, and Drebrin), activate CREB, modulate the fundamental biology of synaptic structure, and lead to the structural changes of plasticity in the hippocampus, all of which result in improved cognitive function.",6
"The electromagnetic interference (EMI) shielding of reduced graphene oxide (MRG), B-doped MRG (BMRG), N-doped MRG (N-MRG), and B-N co-doped MRG (B-N-MRG) have been studied in the Ku-band frequency range (12.8-18 GHz). We have developed a green, fast, and cost-effective microwave assisted route for synthesis of doped MRG. B-N-MRG shows high electrical conductivity in comparison to MRG, B-MRG and N-MRG, which results better electromagnetic interference (EMI) shielding ability. The co-doping of B and N significantly enhances the electrical conductivity of MRG from 21.4 to 124.4 Sm-1 because N introduces electrons and B provides holes in the system and may form a nanojunction inside the material. Their temperature-dependent electrical conductivity follows 2D-variable range hopping (2D-VRH) and Efros-Shldovskii-VRH (ES-VRH) conduction model in a low temperature range (T < 50 K). The spatial configuration of MRG after doping of B and N enhances the space charge polarization, natural resonance, dielectric polarization, and trapping of EM waves by internal reflection leading to a high EMI shielding of -42 dB (-99.99% attenuation) compared to undoped MR.G (-28 dB) at a critical thickness of 1.2 mm. Results suggest that the B-N-MRG has great potential as a candidate for a new type of EMI shielding material useful in aircraft, defense industries, communication systems, and stealth technology.",98
"Plasma stealth technology has many unique advantages, hence it has a promising application in the aviation and aerospace fields. The attenuation characteristics of vertical incidence of electromagnetic waves into unmagnetized plasmas with metal underlay are studied theoretically and experimentally in this paper. Regulations for the change of electromagnetic wave attenuation with plasma parameters are analyzed in theory using WKB method. A-large-area plasma slab is generated stably by inductively coupled discharge, and the reflectivity arch test system of plasma slab is set up. While the attenuation effects of electromagnetic wave in unmagnetized plasmas are studied experimentally. The electron density of plasma generated at different discharge powers is obtained by using the microwave phase and plasma spectrum diagnostic technique, ranging from 8.17 x 10(-9) to 7.61 x 10(10) cm(-3). The plasma generated by inductively coupled plasma (ICP) has an effect on the attenuation of electromagnetic waves, and the experimental results accord well with the theoretical ones. Results show that increasing the plasma electron density and covering homogeneity can contribute to improving the attenuation effect of plasma on electromagnetic waves.",98
"Little is known about the mechanisms of smartphone features that are used in sealing relationships between psychopathology and problematic smartphone use. Our purpose was to investigate two specific smartphone usage types process use and social use for associations with depression and anxiety; and in accounting for relationships between anxiety/depression and problematic smartphone use. Social smartphone usage involves social feature engagement (e.g., social networking, messaging), while process usage involves non-social feature engagement (e.g., news consumption, entertainment, relaxation). 308 participants from Amazon's Mechanical Turk intemet labor market answered questionnaires about their depression and anxiety symptoms, and problematic smartphone use along with process and social smartphone use dimensions. Statistically adjusting for age and sex, we discovered the association between anxiety symptoms was stronger with process versus social smartphone use. Depression symptom severity was negatively associated with greater social smartphone use. Process smartphone use was more strongly associated with problematic smartphone use. Finally, process smartphone use accounted for relationships between anxiety severity and problematic smartphone use. (C) 2016 Elsevier Ltd. All rights reserved.",104
"Chronic stressors are generally considered to disrupt reproduction and inhibit mating. Here we test the hypothesis that a chronic stressor, specifically social isolation, can facilitate adaptive changes that enhance/accelerate reproductive effort. In general, monogamous species display high levels of prosociality, delayed sexual maturation, and greater parental investment in fewer, higher quality offspring compared with closely related polygynous species. We predicted that chronic social isolation would promote behavioral and neurochemical patterns in prairie voles associated with polygyny. Male and female prairie voles were isolated for four weeks and changes in mating behavior, alloparental care, estrogen receptor (ER) a expression and tyrosine hydroxylase (TH) expression in brain regions regulating sociosexual behavior were examined. In males, isolation accelerated copulation, increased ER alpha in the medial amygdala (MEApd) and bed nucleus of the stria terminalis (BSTpm), and reduced TH expression in the MEApd and BSTpm, but had no effect on alloparental behavior. In females, isolation resulted in more rapid estrus induction and reduced TH expression in the MEApd and BSTpm, but had no effect on estradiol sensitivity or ERa expression. The results support the hypothesis that ERa expression in the MEApd and BSTpm is a critical determinant of male copulatory behavior and/or mating system. The lack of change in alloparental behavior suggests that changes in prosocial behavior are selective and regulated by different mechanisms. The results also suggest that TH in the MEApd and BSTpm may play a critical role in determining mating behavior in both sexes. (C) 2016 Elsevier Ltd. All rights reserved.",65
"A critical aspect of applying modern computational solution methods to complex multi-physics systems of relevance to nuclear reactor modeling, is the assessment of the predictive capability of specific proposed mathematical models. In this respect the understanding of numerical error, the sensitivity of the solution to parameters associated with input data, boundary condition uncertainty, and mathematical models is critical. Additionally, the ability to evaluate and or approximate the model efficiently, to allow development of a reasonable level of statistical diagnostics of the mathematical model and the physical system, is of central importance. In this study we report on initial efforts to apply integrated adjoint-based computational analysis and automatic differentiation tools to begin to address these issues. The study is carried out in the context of a Reynolds averaged Navier-Stokes approximation to turbulent fluid flow and heat transfer using a particular spatial discretization based on implicit fully-coupled stabilized FE methods. Initial results are presented that show the promise of these computational techniques in the context of nuclear reactor relevant prototype thermal-hydraulics problems. Published by Elsevier Inc.",83
"Background: Headaches associated with pituitary adenoma have been reported to be related to the structural characteristics and endocrine factors of the tumour itself. Objectives: The objective of this study was to investigate the prevalence and clinical characteristics of, and the risk factors for, non-functioning pituitary adenoma (NFPA)-associated headaches in Chinese patients with normal endocrine activity. Methods: Ninety-seven patients with a NFPA with normal endocrine laboratory results were prospectively enrolled in this study. The relevant clinical demographic data were collected and examined with the appropriate statistical methods. Results: The pre-operative prevalence of tumour-associated headaches was 48.5%; 87.2% of these patients had migraine-like headaches. A family history of primary headache (odds ratio (OR) 3.67; p=0.032) and a higher tumour Knosp grade (OR 1.83; p=0.001) were identified as risk factors for the occurrence of NFPA-associated headaches. The patient's age, sex, visual disturbances, optic chiasm compression, tumour size and tumour volume were not significantly associated with NFPA-associated headaches (p>0.05). In addition, headache severity was significantly correlated with the Knosp grade (r=0.339; p=0.001). The sides of the headaches and of cavernous sinus invasion were significantly concordant (48.9% agreement; kappa=0.257; p=0.007). Conclusions: Migraine-like headaches are a common clinical manifestation in patients with NFPAs. A family history of primary headaches and cavernous sinus invasion are risk factors for NFPA-associated headaches.",127
"By exchanging information directly between non-adjacent protocol layers, cross-layer (CL) interaction can significantly improve and optimize network performances such as energy efficiency and delay. This is particularly important for wireless sensor networks (WSNs) where sensor devices are energy-constrained and deployed for real-time monitoring applications. Existing CL schemes mainly exploit information exchange between physical, medium access control (MAC), and routing layers, with only a handful involving application layer. For the first time, we proposed a framework for CL optimization based on user context of ambient intelligence (AmI) application and an ontology-based context modeling and reasoning mechanism. We applied the proposed framework to jointly optimize MAC and network (NET) layer protocols for WSNs. Extensive evaluations show that the resulting optimization through context awareness and CL interaction for both MAC and NET layer protocols can yield substantial improvements in terms of throughput, packet delivery, delay, and energy performances.",92
"Our previous research showed that vertical vection could modulate human mood. We further examined this possibility by using memory recognition task of positive, negative and neutral emotional images with high and low arousal levels. Those images were remembered accidentally while the participants did visual dummy task, and later presented together with novel images during vertical vection-inducing or neutral visual stimuli. The results showed that downward vection facilitated the recognition of negative images and inhibited the recognition of positive ones. These modulations of incidental memory task provide an additional evidence for vection influence on cognitive and emotional processing, and also provide a new paradigm that can be used in future vection and embodied cognition research.",78
"Defect detection and classification of ceramic tile surface defects occurred in firing units are usually performed by human observations in most factories. In this paper, an automatic image processing system with high accuracy and time efficient approaches is presented. To this end, first, for defect detection, Rotation Invariant Measure of Local Variance (RIMLV) operator from statistical methods is employed for defect edges detection, and cooperatively a Close morphological operator from structural methods is used to fill and smooth detected regions. Then, all the detected defects of one ceramic tile are labeled, and the corresponding geometric features are extracted. Finally, a multi-class support vector machine classifier with winner-takes-all strategy based on statistical pattern recognition theories is employed to identify the defect type.",90
"Purpose: This study discusses the process of co-constructing a prototype pedagogical model for working with youth from socially vulnerable backgrounds.Participants and settings: This six-month activist research project was conducted in a soccer program in a socially vulnerable area of Brazil in 2013. The study included 17 youths, 4 coaches, a pedagogic coordinator and a social worker. An expert in student-centered pedagogy and inquiry-based activism assisted as a debriefer helping in the progressive data analysis and the planning of the work sessions.Data collection/analysis: Multiple sources of data were collected, including 38 field journal/observation and audio records of: 18 youth work sessions, 16 coaches' work sessions, 3 combined coaches and youth work sessions, and 37 meetings between the researcher and the expert.Findings: The process of co-construction of this prototype pedagogical model was divided into three phases. The first phase involved the youth and coaches identifying barriers to sport opportunities in their community. In the second phase, the youth, coaches and researchers imagined alternative possibilities to the barriers identified. In the final phase, we worked collaboratively to create realistic opportunities for the youth to begin to negotiate some of the barriers they identified. In this phase, the coaches and youth designed an action plan to implement (involving a Leadership Program) aimed at addressing the youths' needs in the sport program. Five critical elements of a prototype pedagogical model were co-created through the first two processes and four learning aspirations emerged in the last phase of the project.Implications: We suggest an activist approach of co-creating a pedagogical model of sport for working with youth from socially vulnerable backgrounds is beneficial. That is, creating opportunities for youth to learn to name, critique and negotiate barriers to their engagement in sport in order to create empowering possibilities.",66
"Production of hybrid seeds and pursuing heterosis breeding of many crops have been accomplished using male sterile lines. However, not all crops have valuable male sterile lines due to instability of male sterility and absence of a restorer system. In this study, male sterile lines have been induced using a two-component system. The extracellular ribonuclease Barnase was cleaves into two inactive yet complementary fragments, designated as 'Bn-5' and 'Bn-3'. Both components were controlled by a TA29 promoter. They were transferred into the tomato inbred line 'Yellow tomato' by Agrobacterium method. Southern blotting identified that 11 transgenic Bn-5 plants (T-0) and 10 transgenic Bn-3 plants (T-0) were obtained. The vegetative phenotypes of all T-0 plants were similar to wild-type, and they were capable of producing viable pollen grains and normal fruit with seeds, indicating that Barnase had lost its function after it being split two partial fragments. After self-pollination, homozygous progenies (T-1) of transgenic Bn-5 and Bn-3 plants were chosen to cross each other, Barnase could be reconstituted and co-expressed in the same cell, which caused the hybrid plants to produce collapsed pollen grains with no viability and thus100 % male sterile plants were obtained. Stamens of male sterile plants were shorter than those of the wild type plants. PCR detection demonstrated that all male sterile plants contained Barnase, but male fertile plants did not. The male sterile plants were crossed with the male fertile inbred lines, and the result showed that hybrid (F-1) plants were capable of producing normal fruit with seeds, and their pollen grain fertility was restored. The co-segregation ratio of Bn-5 and Bn-3 fragments showed 1:1 among hybrid plants. In conclusion, the results verified that the male sterility could be generated by two component system and be used in hybrid seed production. The F-1 between the male sterile plant and the inbred line showed heterotic comparing to both parents. This system needs not breed restoration line.",39
"There is an unmet need for herbal medicine identification using a fast, sensitive, and easy-to-use method that does not require complex infrastructure and well-trained technicians. For instance, the detection of adulterants in Lobelia chinensis herbal product has been challenging, since current detection technologies are not effective due to their own limits. High Resolution Melting (HRM) has emerged as a powerful new technology for clinical diagnosis, research in the food industry and in plant molecular biology, and this method has already highlighted the complexity of species identification. In this study, we developed a method of species specific detection of L. chinensis using HRM analysis combined with internal transcribed spacer 2. We then applied this method to commercial products purporting to contain L. chinensis. Our results demonstrated that HRM can differentiate L. chinensis from six common adulterants. HRM was proven to be a fast and accurate technique for testing the authenticity of L. chinensis in herbal products. Based on these results, a HRM approach for herbal authentication is provided .",30
"Depression is a common and often harmful disorder, which is frequently associated with the winter season. Research has shown a link between type 2 diabetes mellitus and depression. Furthermore, diabetics with depression have a higher rate of adverse outcomes. Little has been published regarding the seasonality of depression in diabetics. The case report described in this article concerns a 65-year-old woman with type 2 diabetes and a history of winter depression. Current evidence-based management options are reviewed.",71
"This study describes a set of real-time interactive experiments that address system identification and model reference adaptive control (MRAC) techniques. In constructing laboratory experiments that contribute to efficient teaching, experimental design and instructional strategy are crucial, but a process for doing this has yet to be defined. This paper is an attempt towards filling this gap. Its contributions are: 1) to describe a sample set of experiments for both senior undergraduate-and graduate-level students, to strengthen their understanding of system identification and control; 2) to help instructors wishing to set up a laboratory with an interactive learning strategy; and 3) to propose a set of assessment criteria for engineering accreditation in system identification and control laboratories. A benefit of this paper for engineering educators is that it provides a roadmap for transferring complex theory problems into prototypes in the laboratory. Furthermore, the instructional strategies proposed can easily be adapted to other engineering courses.",55
"Background and objectives: Body mass index (BMI) has been shown to be a more important predictor of bone mineral density (BMD). The objective of this study was to investigate the relationship of anthropometric measures including body mass index with bone mineral density in postmenopausal non-osteoporotic, osteopenic and osteoporotic women. Methods: In this cross sectional study postmenopausal females between 50-70 years of age were recruited and divided into three groups: non-osteoporotic (n= 52), osteopenic (n= 69) and osteoporotic females (n= 47). Anthropometric measures and bone mineral density were assessed. ANOVA was applied to compare groups while Post hoc Tuckey's test was used formultiple comparisons between the groups. Spearman's rho correlation was used to establish correlations. Results: Body mass index (p = 0.034) and hip circumference (p = 0.013) were significantly higher in osteopenic as compared to osteoporotic females and waist to hip ratio was significantly higher (p = 0.005) in osteoporotic as compared to non-osteoporotic females. Significant positive correlation of body mass index was found with T-score (p = 0.022) and ultrasound bone profile index (p< 0.001) in postmenopausal females. Conclusion: High body mass index is associated with high bone mineral density and reduced fracture risk in postmenopausal females. Increasing age and high waist to hip ratio can also lead to reduced bone mineral density in postmenopausal females.",16
"Nowadays, considerable attention is paid to agile methods as a means to improve management of software development processes. The widespread use of such methods in professional contexts has encouraged their integration into software engineering training and undergraduate courses. Although several research efforts have focused on teaching Scrum through simulating a software development project, they covered only the learning of programming practices within a Scrum team. Furthermore, few studies tackle nontechnical skills other than the development practices themselves. The work presented here introduces an original Scrum-based training model enhanced with agile coaching to maximize student performance. This was validated by a case study on a capstone project in a Scrum course. This paper summarizes the positive results of introducing agile coaching, which resulted in approximately 22% more coverage of software engineering practices. In addition, a survey data showed that, compared to students who did not receive coaching, coached students gained valuable insight into the internalization of Scrum, problem solving, and guidance by means of checkpoint meetings.",123
"Non-communicable diseases, such as cardiovascular disease (CVD), obesity, cancer, pulmonary disease, and diabetes are a very high global health concern. The health costs of risk factors for CVD, such as hypertension (HTN), is mounting and are unrelenting. As an example, it is estimated that direct and indirect costs due to HTN amounted to $46.4 billion in 2011 and projections of six-fold increases by 2030; the importance of low-cost nonpharmacological interventions involving collaborative teams of health care professionals is at a critical junction. Certainly, the data supported by research including some clinical trials for healthy living interventions support deploying health education, nutrition, smoking cessation, and physical activity(PA) in preventing CVD risk, such as HTN. Exercise training (ET) for blood pressure (BP) control has been shown to be an effective and integral component of BP management. However, less is known about what optimization of PA/ET modalities with nutrition and lifestyle tracking with modern era technologies will bring to this equation. New research methods may need to consider how to collaborate to collect data in using teams of researchers while interacting with community centers, school systems, and in traditional health care practices. This review will discuss and present what is known about the research that support modern era healthy living medicine and how this data may be integrated in venues that support health lifestyle in the community (i.e. schools and the work place). (C) 2017 Elsevier Inc. All rights reserved.",26
"In instances of widespread conflict and mass atrocities, socially prescribed and perpetuated gender roles often begin to dissolve alongside the rule of law and state institutions. Mass violence tears at the social fabric of the community and accepted norms of gendered behavior are suspended. Recent conflicts, including the genocide in Rwanda, have created a temporary space for the inclusion of women in previously restricted public spheres and capacities. Rwanda stands out as unique because these changes were not temporary. Following the end of the genocide, Rwanda's state organs, nongovernmental organizations, and community members did not close off these public spaces or advocate for the return of girls and women to pre-genocide gender structures and patriarchal practices. This paper will analyze Rwanda's gender mainstreaming and gender equality initiatives, identifying three influential factors, and make recommendations for the replication of Rwanda's success in other post-conflict countries.",77
"The status of implementation of undergraduate tutorial system at domestic and foreign was studied in this paper. Taking metallic materials engineering specialty of Xi'an Technological University as an example, the authors proposed a mode of undergraduate tutorial system named by team tutorial system. The team tutorial system refers to the teachers formed by a current science research group offer a common guide for two dormitories students. The implementation practice in Xi'an Technological University has proved that the team tutorial system played a positive role in cultivating students' quality and innovation ability due to its comprehensive advantages of various types of tutorial system.",89
